dataset,product,version,date,url,rootfs_path,notes
benign,ubiquiti-acb-isp,2.7.1,2020-03-25,https://www.ui.com/downloads/firmwares/airCube/v2.7.1/ACB.ar934x.v2.7.1.b0839ff.200324.1101.bin,targets/benign/ubiquiti-acb-isp/2.7.1/rootfs,planned (no download)
benign,ubiquiti-acb-isp,1344.210726.1457,2021-10-08,https://www.ui.com/downloads/firmwares/airCube/v2.8.3/ACB.ar934x.v2.8.3.f1a1344.210726.1457.bin,targets/benign/ubiquiti-acb-isp/1344.210726.1457/rootfs,planned (no download)
benign,ubiquiti-acb-isp,2.8.2.21,2021-04-21,https://www.ui.com/downloads/firmwares/airCube/v2.8.2/ACB.ar934x.v2.8.2.21e8bbf.210415.1015.bin,targets/benign/ubiquiti-acb-isp/2.8.2.21/rootfs,planned (no download)
benign,ubiquiti-acb-isp,6.200212.1712,2020-02-19,https://www.ui.com/downloads/firmwares/airCube/v2.7.0/ACB.ar934x.v2.7.0.0824dd6.200212.1712.bin,targets/benign/ubiquiti-acb-isp/6.200212.1712/rootfs,planned (no download)
benign,ubiquiti-acb-isp,2.8.0.19,2021-03-03,https://www.ui.com/downloads/firmwares/airCube/v2.8.0/ACB.ar934x.v2.8.0.19ccf2b.210219.1426.bin,targets/benign/ubiquiti-acb-isp/2.8.0.19/rootfs,planned (no download)
benign,ubiquiti-acb-isp,73.191217.1539,2019-12-17,https://www.ui.com/downloads/firmwares/airCube/v2.6.2/ACB.ar934x.v2.6.2.697ea73.191217.1539.bin,targets/benign/ubiquiti-acb-isp/73.191217.1539/rootfs,planned (no download)
benign,ubiquiti-acb-isp,9.191112.1638,2019-11-13,https://www.ui.com/downloads/firmwares/airCube/v2.6.1/ACB.ar934x.v2.6.1.93662e9.191112.1638.bin,targets/benign/ubiquiti-acb-isp/9.191112.1638/rootfs,planned (no download)
benign,ubiquiti-acb-isp,08.190827.1642,2019-08-29,https://www.ui.com/downloads/firmwares/airCube/v2.6.0/ACB.ar934x.v2.6.0.9469b08.190827.1642.bin,targets/benign/ubiquiti-acb-isp/08.190827.1642/rootfs,planned (no download)
benign,ubiquiti-acb-isp,1.190322.0941,2019-03-24,https://www.ui.com/downloads/firmwares/airCube/v2.4.3/ACB.ar934x.v2.4.3.8b93de1.190322.0941.bin,targets/benign/ubiquiti-acb-isp/1.190322.0941/rootfs,planned (no download)
benign,ubiquiti-acb-isp,2.0.1,2018-02-15,https://www.ui.com/downloads/firmwares/airCube/v2.0.1/ACB.ar934x.v2.0.1.cd8f71c.180215.1401.bin,targets/benign/ubiquiti-acb-isp/2.0.1/rootfs,planned (no download)
benign,ubiquiti-acb-isp,459.190520.1449,2019-05-22,https://www.ui.com/downloads/firmwares/airCube/v2.5.0/ACB.ar934x.v2.5.0.be3e459.190520.1449.bin,targets/benign/ubiquiti-acb-isp/459.190520.1449/rootfs,planned (no download)
benign,ubiquiti-acb-isp,2.4.2,2019-02-21,https://www.ui.com/downloads/firmwares/airCube/v2.4.2/ACB.ar934x.v2.4.2.e9c4ddd.190221.1856.bin,targets/benign/ubiquiti-acb-isp/2.4.2/rootfs,planned (no download)
benign,ubiquiti-acb-isp,0016.180626.1612,2018-06-28,https://www.ui.com/downloads/firmwares/airCube/v2.3.1/ACB.ar934x.v2.3.1.65d0016.180626.1612.bin,targets/benign/ubiquiti-acb-isp/0016.180626.1612/rootfs,planned (no download)
benign,ubiquiti-acb-isp,22320.180904.1044,2018-09-04,https://www.ui.com/downloads/firmwares/airCube/v2.4.0/ACB.ar934x.v2.4.0.cb22320.180904.1044.bin,targets/benign/ubiquiti-acb-isp/22320.180904.1044/rootfs,planned (no download)
benign,ubiquiti-acb-isp,7.180507.1340,2018-05-14,https://www.ui.com/downloads/firmwares/airCube/v2.2.0/ACB.ar934x.v2.2.0.01b3ee7.180507.1340.bin,targets/benign/ubiquiti-acb-isp/7.180507.1340/rootfs,planned (no download)
benign,ubiquiti-acb-isp,95.180614.1532,2018-06-20,https://www.ui.com/downloads/firmwares/airCube/v2.3.0/ACB.ar934x.v2.3.0.4177c95.180614.1532.bin,targets/benign/ubiquiti-acb-isp/95.180614.1532/rootfs,planned (no download)
benign,ubiquiti-acb-isp,89.180404.1031,2018-04-04,https://www.ui.com/downloads/firmwares/airCube/v2.1.0/ACB.ar934x.v2.1.0.decfe89.180404.1031.bin,targets/benign/ubiquiti-acb-isp/89.180404.1031/rootfs,planned (no download)
benign,ubiquiti-acb-isp,1.1.2.1,2017-12-22,https://www.ui.com/downloads/firmwares/airCube/v1.1.2/ACB.ar934x.v1.1.2.1df584efad.171220.1334.bin,targets/benign/ubiquiti-acb-isp/1.1.2.1/rootfs,planned (no download)
benign,ubiquiti-af-2x,4.0.5,2019-09-18,https://www.ui.com/downloads/firmwares/airfiber2X/v4.0.5/AF2X.v4.0.5.bin,targets/benign/ubiquiti-af-2x/4.0.5/rootfs,planned (no download)
benign,ubiquiti-af-2x,4.0.4,2019-07-18,https://www.ui.com/downloads/firmwares/airfiber2X/v4.0.4/AF2X.v4.0.4.bin,targets/benign/ubiquiti-af-2x/4.0.4/rootfs,planned (no download)
benign,ubiquiti-af-2x,4.1.0,2020-03-24,https://www.ui.com/downloads/firmwares/airfiber2X/v4.1.0/AF2X.v4.1.0.bin,targets/benign/ubiquiti-af-2x/4.1.0/rootfs,planned (no download)
benign,ubiquiti-af-2x,2015-11-30,2015-11-30,https://www.ui.com/downloads/firmwares/airfiber2X/v3.2/AF2X.v3.2.bin,targets/benign/ubiquiti-af-2x/2015-11-30/rootfs,planned (no download)
benign,ubiquiti-af-2x,4.0.3,2018-01-29,https://www.ui.com/downloads/firmwares/airfiber2X/v4.0.3/AF2X.v4.0.3.bin,targets/benign/ubiquiti-af-2x/4.0.3/rootfs,planned (no download)
benign,ubiquiti-af-2x,3.2.3,2017-04-07,https://www.ui.com/downloads/firmwares/airfiber2X/v3.2.3/AF2X.v3.2.3.bin,targets/benign/ubiquiti-af-2x/3.2.3/rootfs,planned (no download)
benign,ubiquiti-af-2x,3.1.1,2015-07-22,https://www.ui.com/downloads/firmwares/airfiber2X/v3.1.1-rc1/AF2X.v3.1.1-rc1.bin,targets/benign/ubiquiti-af-2x/3.1.1/rootfs,planned (no download)
benign,ubiquiti-af-2x,4.0.2,2017-11-08,https://www.ui.com/downloads/firmwares/airfiber2X/v4.0.2/AF2X.v4.0.2.bin,targets/benign/ubiquiti-af-2x/4.0.2/rootfs,planned (no download)
benign,ubiquiti-af-2x,3.2.2,2017-03-17,https://www.ui.com/downloads/firmwares/airfiber2X/v3.2.2/AF2X.v3.2.2.bin,targets/benign/ubiquiti-af-2x/3.2.2/rootfs,planned (no download)
benign,ubiquiti-af-2x,2017-08-31,2017-08-31,https://www.ui.com/downloads/firmwares/airfiber2X/v4.0/AF2X.v4.0.bin,targets/benign/ubiquiti-af-2x/2017-08-31/rootfs,planned (no download)
benign,ubiquiti-af-2x,4.0.1,2017-10-20,https://www.ui.com/downloads/firmwares/airfiber2X/v4.0.1/AF2X.v4.0.1.bin,targets/benign/ubiquiti-af-2x/4.0.1/rootfs,planned (no download)
benign,ubiquiti-af-3x,3.1.1,2015-07-22,https://www.ui.com/downloads/firmwares/airfiber3X/v3.1.1-rc1/AF3X.v3.1.1-rc1.bin,targets/benign/ubiquiti-af-3x/3.1.1/rootfs,planned (no download)
benign,ubiquiti-af-3x,4.0.4,2019-07-18,https://www.ui.com/downloads/firmwares/airfiber3X/v4.0.4/AF3X.v4.0.4.bin,targets/benign/ubiquiti-af-3x/4.0.4/rootfs,planned (no download)
benign,ubiquiti-af-3x,4.0.5,2019-09-18,https://www.ui.com/downloads/firmwares/airfiber3X/v4.0.5/AF3X.v4.0.5.bin,targets/benign/ubiquiti-af-3x/4.0.5/rootfs,planned (no download)
benign,ubiquiti-af-3x,4.1.0,2020-03-24,https://www.ui.com/downloads/firmwares/airfiber3X/v4.1.0/AF3X.v4.1.0.bin,targets/benign/ubiquiti-af-3x/4.1.0/rootfs,planned (no download)
benign,ubiquiti-af-3x,2017-08-31,2017-08-31,https://www.ui.com/downloads/firmwares/airfiber3X/v4.0/AF3X.v4.0.bin,targets/benign/ubiquiti-af-3x/2017-08-31/rootfs,planned (no download)
benign,ubiquiti-af-3x,2015-11-30,2015-11-30,https://www.ui.com/downloads/firmwares/airfiber3X/v3.2/AF3X.v3.2.bin,targets/benign/ubiquiti-af-3x/2015-11-30/rootfs,planned (no download)
benign,ubiquiti-af-3x,3.2.3,2017-04-07,https://www.ui.com/downloads/firmwares/airfiber3X/v3.2.3/AF3X.v3.2.3.bin,targets/benign/ubiquiti-af-3x/3.2.3/rootfs,planned (no download)
benign,ubiquiti-af-3x,4.0.2,2017-11-08,https://www.ui.com/downloads/firmwares/airfiber3X/v4.0.2/AF3X.v4.0.2.bin,targets/benign/ubiquiti-af-3x/4.0.2/rootfs,planned (no download)
benign,ubiquiti-af-3x,4.0.3,2018-01-29,https://www.ui.com/downloads/firmwares/airfiber3X/v4.0.3/AF3X.v4.0.3.bin,targets/benign/ubiquiti-af-3x/4.0.3/rootfs,planned (no download)
benign,ubiquiti-af-3x,3.2.2,2017-03-17,https://www.ui.com/downloads/firmwares/airfiber3X/v3.2.2/AF3X.v3.2.2.bin,targets/benign/ubiquiti-af-3x/3.2.2/rootfs,planned (no download)
benign,ubiquiti-af-3x,4.0.1,2017-10-20,https://www.ui.com/downloads/firmwares/airfiber3X/v4.0.1/AF3X.v4.0.1.bin,targets/benign/ubiquiti-af-3x/4.0.1/rootfs,planned (no download)
benign,ubiquiti-af24hd,2.2.25699.150105,2015-01-07,https://www.ui.com/downloads/firmwares/airfiber/v2.2/AF24.v2.2.25699.150105.1252-nobootrom.bin,targets/benign/ubiquiti-af24hd/2.2.25699.150105/rootfs,planned (no download)
benign,ubiquiti-af24hd,4.0.5,2019-09-18,https://www.ui.com/downloads/firmwares/airfiber/v4.0.5/AF24.v4.0.5.bin,targets/benign/ubiquiti-af24hd/4.0.5/rootfs,planned (no download)
benign,ubiquiti-af24hd,4.0.4,2019-07-18,https://www.ui.com/downloads/firmwares/airfiber/v4.0.4/AF24.v4.0.4.bin,targets/benign/ubiquiti-af24hd/4.0.4/rootfs,planned (no download)
benign,ubiquiti-af24hd,4.1.0,2020-03-24,https://www.ui.com/downloads/firmwares/airfiber/v4.1.0/AF24.v4.1.0.bin,targets/benign/ubiquiti-af24hd/4.1.0/rootfs,planned (no download)
benign,ubiquiti-af24hd,2015-11-30,2015-11-30,https://www.ui.com/downloads/firmwares/airfiber/v3.2/AF24.v3.2.bin,targets/benign/ubiquiti-af24hd/2015-11-30/rootfs,planned (no download)
benign,ubiquiti-af24hd,2.2.1,2015-07-17,https://www.ui.com/downloads/firmwares/airfiber/v2.2.1/AF24.v2.2.1.bin,targets/benign/ubiquiti-af24hd/2.2.1/rootfs,planned (no download)
benign,ubiquiti-af24hd,3.2.3,2017-04-07,https://www.ui.com/downloads/firmwares/airfiber/v3.2.3/AF24.v3.2.3.bin,targets/benign/ubiquiti-af24hd/3.2.3/rootfs,planned (no download)
benign,ubiquiti-af24hd,4.0.2,2017-11-08,https://www.ui.com/downloads/firmwares/airfiber/v4.0.2/AF24.v4.0.2.bin,targets/benign/ubiquiti-af24hd/4.0.2/rootfs,planned (no download)
benign,ubiquiti-af24hd,4.0.3,2018-01-29,https://www.ui.com/downloads/firmwares/airfiber/v4.0.3/AF24.v4.0.3.bin,targets/benign/ubiquiti-af24hd/4.0.3/rootfs,planned (no download)
benign,ubiquiti-af24hd,2017-08-31,2017-08-31,https://www.ui.com/downloads/firmwares/airfiber/v4.0/AF24.v4.0.bin,targets/benign/ubiquiti-af24hd/2017-08-31/rootfs,planned (no download)
benign,ubiquiti-af24hd,3.2.2,2017-03-17,https://www.ui.com/downloads/firmwares/airfiber/v3.2.2/AF24.v3.2.2.bin,targets/benign/ubiquiti-af24hd/3.2.2/rootfs,planned (no download)
benign,ubiquiti-af24hd,3.3.3,2017-04-07,https://www.ui.com/downloads/firmwares/airfiber/v3.3.3/AF24.v3.3.3.bin,targets/benign/ubiquiti-af24hd/3.3.3/rootfs,planned (no download)
benign,ubiquiti-af24hd,4.0.1,2017-10-20,https://www.ui.com/downloads/firmwares/airfiber/v4.0.1/AF24.v4.0.1.bin,targets/benign/ubiquiti-af24hd/4.0.1/rootfs,planned (no download)
benign,ubiquiti-af5u,2.2.1,2015-07-17,https://www.ui.com/downloads/firmwares/airfiber5/v2.2.1/AF05.v2.2.1.bin,targets/benign/ubiquiti-af5u/2.2.1/rootfs,planned (no download)
benign,ubiquiti-af5u,4.0.4,2019-07-18,https://www.ui.com/downloads/firmwares/airfiber5/v4.0.4/AF5.v4.0.4.bin,targets/benign/ubiquiti-af5u/4.0.4/rootfs,planned (no download)
benign,ubiquiti-af5u,4.0.5,2019-09-18,https://www.ui.com/downloads/firmwares/airfiber5/v4.0.5/AF5.v4.0.5.bin,targets/benign/ubiquiti-af5u/4.0.5/rootfs,planned (no download)
benign,ubiquiti-af5u,4.1.0,2020-03-24,https://www.ui.com/downloads/firmwares/airfiber5/v4.1.0/AF5.v4.1.0.bin,targets/benign/ubiquiti-af5u/4.1.0/rootfs,planned (no download)
benign,ubiquiti-af5u,2017-08-31,2017-08-31,https://www.ui.com/downloads/firmwares/airfiber5/v4.0/AF5.v4.0.bin,targets/benign/ubiquiti-af5u/2017-08-31/rootfs,planned (no download)
benign,ubiquiti-af5u,3.2.3,2017-04-07,https://www.ui.com/downloads/firmwares/airfiber5/v3.2.3/AF5.v3.2.3.bin,targets/benign/ubiquiti-af5u/3.2.3/rootfs,planned (no download)
benign,ubiquiti-af5u,4.0.3,2018-01-29,https://www.ui.com/downloads/firmwares/airfiber5/v4.0.3/AF5.v4.0.3.bin,targets/benign/ubiquiti-af5u/4.0.3/rootfs,planned (no download)
benign,ubiquiti-af5u,4.0.2,2017-11-08,https://www.ui.com/downloads/firmwares/airfiber5/v4.0.2/AF5.v4.0.2.bin,targets/benign/ubiquiti-af5u/4.0.2/rootfs,planned (no download)
benign,ubiquiti-af5u,3.2.2,2017-03-17,https://www.ui.com/downloads/firmwares/airfiber5/v3.2.2/AF5.v3.2.2.bin,targets/benign/ubiquiti-af5u/3.2.2/rootfs,planned (no download)
benign,ubiquiti-af5u,4.0.1,2017-10-20,https://www.ui.com/downloads/firmwares/airfiber5/v4.0.1/AF5.v4.0.1.bin,targets/benign/ubiquiti-af5u/4.0.1/rootfs,planned (no download)
benign,ubiquiti-af5u,2.0.21665.140328,2014-03-28,https://www.ui.com/downloads/firmwares/airfiber5/v2.0/AF02.v2.0.21665.140328.1406-nobootrom.bin,targets/benign/ubiquiti-af5u/2.0.21665.140328/rootfs,planned (no download)
benign,ubiquiti-af5u,2.1.22463.140530,2014-05-30,https://www.ui.com/downloads/firmwares/airfiber5/v2.1/AF02.v2.1.22463.140530.1023-nobootrom.bin,targets/benign/ubiquiti-af5u/2.1.22463.140530/rootfs,planned (no download)
benign,af5u,2.2.25699.150105,2015-01-07,https://www.ui.com/downloads/firmwares/airfiber5/v2.2/AF5.v2.2.25699.150105.1254-nobootrom.bin,targets/benign/af5u/2.2.25699.150105/rootfs,planned (no download)
benign,af5u,2015-11-30,2015-11-30,https://www.ui.com/downloads/firmwares/airfiber5/v3.2/AF5.v3.2.bin,targets/benign/af5u/2015-11-30/rootfs,planned (no download)
benign,ubiquiti-af5x,4.0.4,2019-07-18,https://www.ui.com/downloads/firmwares/airfiber5X/v4.0.4/AF5X.v4.0.4.bin,targets/benign/ubiquiti-af5x/4.0.4/rootfs,planned (no download)
benign,ubiquiti-af5x,4.0.5,2019-09-18,https://www.ui.com/downloads/firmwares/airfiber5X/v4.0.5/AF5X.v4.0.5.bin,targets/benign/ubiquiti-af5x/4.0.5/rootfs,planned (no download)
benign,ubiquiti-af5x,4.1.0,2020-03-24,https://www.ui.com/downloads/firmwares/airfiber5X/v4.1.0/AF5X.v4.1.0.bin,targets/benign/ubiquiti-af5x/4.1.0/rootfs,planned (no download)
benign,ubiquiti-af5x,3.2.1,2016-03-11,https://www.ui.com/downloads/firmwares/airfiber5X/v3.2.1/AF5X.v3.2.1.bin,targets/benign/ubiquiti-af5x/3.2.1/rootfs,planned (no download)
benign,ubiquiti-af5x,3.2.3,2017-04-07,https://www.ui.com/downloads/firmwares/airfiber5X/v3.2.3/AF5X.v3.2.3.bin,targets/benign/ubiquiti-af5x/3.2.3/rootfs,planned (no download)
benign,ubiquiti-af5x,3.0.2.1,2015-07-17,https://www.ui.com/downloads/firmwares/airfiber5X/v3.0.2.1/AF5X.v3.0.2.1.bin,targets/benign/ubiquiti-af5x/3.0.2.1/rootfs,planned (no download)
benign,ubiquiti-af5x,3.0.2.27315,2015-05-01,https://www.ui.com/downloads/firmwares/airfiber5X/v3.0.2/AF5X.v3.0.2.27315.150427.1625-nobootrom.bin,targets/benign/ubiquiti-af5x/3.0.2.27315/rootfs,planned (no download)
benign,ubiquiti-af5x,3.2.2,2017-03-17,https://www.ui.com/downloads/firmwares/airfiber5X/v3.2.2/AF5X.v3.2.2.bin,targets/benign/ubiquiti-af5x/3.2.2/rootfs,planned (no download)
benign,ubiquiti-af5x,3.0.27024.150402,2015-04-02,https://www.ui.com/downloads/firmwares/airfiber5X/v3.0/AF5X.v3.0.27024.150402.1344-nobootrom.bin,targets/benign/ubiquiti-af5x/3.0.27024.150402/rootfs,planned (no download)
benign,af5x,2015-11-30,2015-11-30,https://www.ui.com/downloads/firmwares/airfiber5X/v3.2/AF5X.v3.2.bin,targets/benign/af5x/2015-11-30/rootfs,planned (no download)
benign,af5x,4.0.3,2018-01-29,https://www.ui.com/downloads/firmwares/airfiber5X/v4.0.3/AF5X.v4.0.3.bin,targets/benign/af5x/4.0.3/rootfs,planned (no download)
benign,aghp2g16,32774,2018-09-26,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.8/XM.v6.1.8.32774.180921.1533.bin,targets/benign/aghp2g16/32774/rootfs,planned (no download)
benign,aghp2g16,32918,2019-01-11,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.9/XM.v6.1.9.32918.190108.1752.bin,targets/benign/aghp2g16/32918/rootfs,planned (no download)
benign,aghp2g16,31612,2017-03-28,https://www.ui.com/downloads/firmwares/XN-fw/v5.6.15/XM.v5.6.15-sign-cpu400.31612.170908.1458.bin,targets/benign/aghp2g16/31612/rootfs,planned (no download)
benign,aghp2g16,30572,2017-03-27,https://www.ui.com/downloads/firmwares/XN-fw/v5.6.15/XM.v5.6.15-cpu400.30572.170328.1107.bin,targets/benign/aghp2g16/30572/rootfs,planned (no download)
benign,aghp2g16,31776,2017-10-13,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.1/XM.v6.1.1.31776.171010.0940.bin,targets/benign/aghp2g16/31776/rootfs,planned (no download)
benign,aghp2g16,31825,2017-10-17,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.2/XM.v6.1.2.31825.171017.1648.bin,targets/benign/aghp2g16/31825/rootfs,planned (no download)
benign,aghp2g16,31626,2017-03-29,https://www.ui.com/downloads/firmwares/XN-fw/v6.0.3/XM.v6.0.3.30600.170329.1831.bin,targets/benign/aghp2g16/31626/rootfs,planned (no download)
benign,aghp2g16,31601,2017-09-08,https://www.ui.com/downloads/firmwares/XN-fw/v6.0.7/XM.v6.0.7.31601.170908.1247.bin,targets/benign/aghp2g16/31601/rootfs,planned (no download)
benign,aghp2g16,31612__2,2017-03-28,https://www.ui.com/downloads/firmwares/XN-fw/v5.6.15/XM.v5.6.15-sign.31612.170908.1458.bin,targets/benign/aghp2g16/31612__2/rootfs,planned (no download)
benign,aghp2g16,31626__2,2017-03-30,https://www.ui.com/downloads/firmwares/XN-fw/v6.0.3/XM.v6.0.3-sign.31626.170908.1602.bin,targets/benign/aghp2g16/31626__2/rootfs,planned (no download)
benign,aghp2g16,31296,2017-09-07,https://www.ui.com/downloads/firmwares/XN-fw/v6.0.6/XM.v6.0.6.31296.170704.2058.bin,targets/benign/aghp2g16/31296/rootfs,planned (no download)
benign,aghp2g16,32949,2019-03-29,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.11/XM.v6.1.11.32949.190328.1126.bin,targets/benign/aghp2g16/32949/rootfs,planned (no download)
benign,aghp2g16,33003,2019-05-24,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.12/XM.v6.1.12.33003.190523.1323.bin,targets/benign/aghp2g16/33003/rootfs,planned (no download)
benign,aghp2g16,31612__3,2017-03-27,https://www.ui.com/downloads/firmwares/XN-fw/v5.6.15/XM.v5.6.15.30572.170328.1107.bin,targets/benign/aghp2g16/31612__3/rootfs,planned (no download)
benign,aghp2g16,32113,2018-01-19,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.4/XM.v6.1.4.32113.180112.0932.bin,targets/benign/aghp2g16/32113/rootfs,planned (no download)
benign,aghp2g16,31939,2017-11-17,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.3/XM.v6.1.3.31939.171117.1238.bin,targets/benign/aghp2g16/31939/rootfs,planned (no download)
benign,aghp2g20,33003,2019-05-24,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.12/XM.v6.1.12.33003.190523.1323.bin,targets/benign/aghp2g20/33003/rootfs,planned (no download)
benign,aghp2g20,31612,2017-03-27,https://www.ui.com/downloads/firmwares/XN-fw/v5.6.15/XM.v5.6.15.30572.170328.1107.bin,targets/benign/aghp2g20/31612/rootfs,planned (no download)
benign,aghp2g20,31939,2017-11-17,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.3/XM.v6.1.3.31939.171117.1238.bin,targets/benign/aghp2g20/31939/rootfs,planned (no download)
benign,aghp2g20,32113,2018-01-19,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.4/XM.v6.1.4.32113.180112.0932.bin,targets/benign/aghp2g20/32113/rootfs,planned (no download)
benign,aghp2g20,31626,2017-03-29,https://www.ui.com/downloads/firmwares/XN-fw/v6.0.3/XM.v6.0.3.30600.170329.1831.bin,targets/benign/aghp2g20/31626/rootfs,planned (no download)
benign,aghp2g20,31601,2017-09-08,https://www.ui.com/downloads/firmwares/XN-fw/v6.0.7/XM.v6.0.7.31601.170908.1247.bin,targets/benign/aghp2g20/31601/rootfs,planned (no download)
benign,aghp2g20,31825,2017-10-17,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.2/XM.v6.1.2.31825.171017.1648.bin,targets/benign/aghp2g20/31825/rootfs,planned (no download)
benign,aghp2g20,31612__2,2017-03-28,https://www.ui.com/downloads/firmwares/XN-fw/v5.6.15/XM.v5.6.15-sign.31612.170908.1458.bin,targets/benign/aghp2g20/31612__2/rootfs,planned (no download)
benign,aghp2g20,31776,2017-10-13,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.1/XM.v6.1.1.31776.171010.0940.bin,targets/benign/aghp2g20/31776/rootfs,planned (no download)
benign,aghp2g20,31612__3,2017-03-28,https://www.ui.com/downloads/firmwares/XN-fw/v5.6.15/XM.v5.6.15-sign-cpu400.31612.170908.1458.bin,targets/benign/aghp2g20/31612__3/rootfs,planned (no download)
benign,aghp2g20,31626__2,2017-03-30,https://www.ui.com/downloads/firmwares/XN-fw/v6.0.3/XM.v6.0.3-sign.31626.170908.1602.bin,targets/benign/aghp2g20/31626__2/rootfs,planned (no download)
benign,aghp2g20,31296,2017-09-07,https://www.ui.com/downloads/firmwares/XN-fw/v6.0.6/XM.v6.0.6.31296.170704.2058.bin,targets/benign/aghp2g20/31296/rootfs,planned (no download)
benign,aghp2g20,30572,2017-03-27,https://www.ui.com/downloads/firmwares/XN-fw/v5.6.15/XM.v5.6.15-cpu400.30572.170328.1107.bin,targets/benign/aghp2g20/30572/rootfs,planned (no download)
benign,aghp2g20,32774,2018-09-26,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.8/XM.v6.1.8.32774.180921.1533.bin,targets/benign/aghp2g20/32774/rootfs,planned (no download)
benign,aghp2g20,32918,2019-01-11,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.9/XM.v6.1.9.32918.190108.1752.bin,targets/benign/aghp2g20/32918/rootfs,planned (no download)
benign,aghp2g20,32949,2019-03-29,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.11/XM.v6.1.11.32949.190328.1126.bin,targets/benign/aghp2g20/32949/rootfs,planned (no download)
benign,aghp5g23,31939,2017-11-17,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.3/XM.v6.1.3.31939.171117.1238.bin,targets/benign/aghp5g23/31939/rootfs,planned (no download)
benign,aghp5g23,32113,2018-01-19,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.4/XM.v6.1.4.32113.180112.0932.bin,targets/benign/aghp5g23/32113/rootfs,planned (no download)
benign,aghp5g23,31612,2017-03-27,https://www.ui.com/downloads/firmwares/XN-fw/v5.6.15/XM.v5.6.15.30572.170328.1107.bin,targets/benign/aghp5g23/31612/rootfs,planned (no download)
benign,aghp5g23,31776,2017-10-13,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.1/XM.v6.1.1.31776.171010.0940.bin,targets/benign/aghp5g23/31776/rootfs,planned (no download)
benign,aghp5g23,31612__2,2017-03-28,https://www.ui.com/downloads/firmwares/XN-fw/v5.6.15/XM.v5.6.15-sign-cpu400.31612.170908.1458.bin,targets/benign/aghp5g23/31612__2/rootfs,planned (no download)
benign,aghp5g23,32774,2018-09-26,https://www.ui.com/downloads/firmwares/XW-fw/v6.1.8/XW.v6.1.8.32774.180921.1518.bin,targets/benign/aghp5g23/32774/rootfs,planned (no download)
benign,aghp5g23,32774__2,2018-09-26,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.8/XM.v6.1.8.32774.180921.1533.bin,targets/benign/aghp5g23/32774__2/rootfs,planned (no download)
benign,aghp5g23,32918,2019-01-11,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.9/XM.v6.1.9.32918.190108.1752.bin,targets/benign/aghp5g23/32918/rootfs,planned (no download)
benign,aghp5g23,32949,2019-03-29,https://www.ui.com/downloads/firmwares/XW-fw/v6.1.11/XW.v6.1.11.32949.190328.1111.bin,targets/benign/aghp5g23/32949/rootfs,planned (no download)
benign,aghp5g23,33003,2019-05-24,https://www.ui.com/downloads/firmwares/XW-fw/v6.1.12/XW.v6.1.12.33003.190523.1253.bin,targets/benign/aghp5g23/33003/rootfs,planned (no download)
benign,aghp5g23,30572,2017-03-27,https://www.ui.com/downloads/firmwares/XN-fw/v5.6.15/XM.v5.6.15-cpu400.30572.170328.1107.bin,targets/benign/aghp5g23/30572/rootfs,planned (no download)
benign,aghp5g23,31296,2017-09-07,https://www.ui.com/downloads/firmwares/XN-fw/v6.0.6/XM.v6.0.6.31296.170704.2058.bin,targets/benign/aghp5g23/31296/rootfs,planned (no download)
benign,aghp5g23,31626,2017-03-30,https://www.ui.com/downloads/firmwares/XN-fw/v6.0.3/XM.v6.0.3-sign.31626.170908.1602.bin,targets/benign/aghp5g23/31626/rootfs,planned (no download)
benign,aghp5g23,31612__3,2017-03-28,https://www.ui.com/downloads/firmwares/XW-fw/v5.6.15/XW.v5.6.15-sign.31612.170908.1440.bin,targets/benign/aghp5g23/31612__3/rootfs,planned (no download)
benign,aghp5g23,33003__2,2019-05-24,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.12/XM.v6.1.12.33003.190523.1323.bin,targets/benign/aghp5g23/33003__2/rootfs,planned (no download)
benign,aghp5g23,32949__2,2019-03-29,https://www.ui.com/downloads/firmwares/XN-fw/v6.1.11/XM.v6.1.11.32949.190328.1126.bin,targets/benign/aghp5g23/32949__2/rootfs,planned (no download)
