product,prev_version,next_version,prev_rootfs,next_rootfs,version_scope,scope,scope_reason
af5u,2.2.25699.150105,2015-11-30,targets/benign/af5u/2.2.25699.150105/rootfs,targets/benign/af5u/2015-11-30/rootfs,unknown,other,dotted3+-fallback
af5x,2015-11-30,4.0.3,targets/benign/af5x/2015-11-30/rootfs,targets/benign/af5x/4.0.3/rootfs,unknown,other,dotted3+-fallback
aghp2g16,30572,31612__3,targets/benign/aghp2g16/30572/rootfs,targets/benign/aghp2g16/31612__3/rootfs,unknown,other,non-semver
aghp2g16,31612__3,31612,targets/benign/aghp2g16/31612__3/rootfs,targets/benign/aghp2g16/31612/rootfs,unknown,other,non-semver
aghp2g16,31612,31612__2,targets/benign/aghp2g16/31612/rootfs,targets/benign/aghp2g16/31612__2/rootfs,unknown,other,non-semver
aghp2g16,31612__2,31626,targets/benign/aghp2g16/31612__2/rootfs,targets/benign/aghp2g16/31626/rootfs,unknown,other,non-semver
aghp2g16,31626,31626__2,targets/benign/aghp2g16/31626/rootfs,targets/benign/aghp2g16/31626__2/rootfs,unknown,other,non-semver
aghp2g16,31626__2,31296,targets/benign/aghp2g16/31626__2/rootfs,targets/benign/aghp2g16/31296/rootfs,unknown,other,non-semver
aghp2g16,31296,31601,targets/benign/aghp2g16/31296/rootfs,targets/benign/aghp2g16/31601/rootfs,unknown,other,non-semver
aghp2g16,31601,31776,targets/benign/aghp2g16/31601/rootfs,targets/benign/aghp2g16/31776/rootfs,unknown,other,non-semver
aghp2g16,31776,31825,targets/benign/aghp2g16/31776/rootfs,targets/benign/aghp2g16/31825/rootfs,unknown,other,non-semver
aghp2g16,31825,31939,targets/benign/aghp2g16/31825/rootfs,targets/benign/aghp2g16/31939/rootfs,unknown,other,non-semver
aghp2g16,31939,32113,targets/benign/aghp2g16/31939/rootfs,targets/benign/aghp2g16/32113/rootfs,unknown,other,non-semver
aghp2g16,32113,32774,targets/benign/aghp2g16/32113/rootfs,targets/benign/aghp2g16/32774/rootfs,unknown,other,non-semver
aghp2g16,32774,32918,targets/benign/aghp2g16/32774/rootfs,targets/benign/aghp2g16/32918/rootfs,unknown,other,non-semver
aghp2g16,32918,32949,targets/benign/aghp2g16/32918/rootfs,targets/benign/aghp2g16/32949/rootfs,unknown,other,non-semver
aghp2g16,32949,33003,targets/benign/aghp2g16/32949/rootfs,targets/benign/aghp2g16/33003/rootfs,unknown,other,non-semver
aghp2g20,30572,31612,targets/benign/aghp2g20/30572/rootfs,targets/benign/aghp2g20/31612/rootfs,unknown,other,non-semver
aghp2g20,31612,31612__2,targets/benign/aghp2g20/31612/rootfs,targets/benign/aghp2g20/31612__2/rootfs,unknown,other,non-semver
aghp2g20,31612__2,31612__3,targets/benign/aghp2g20/31612__2/rootfs,targets/benign/aghp2g20/31612__3/rootfs,unknown,other,non-semver
aghp2g20,31612__3,31626,targets/benign/aghp2g20/31612__3/rootfs,targets/benign/aghp2g20/31626/rootfs,unknown,other,non-semver
aghp2g20,31626,31626__2,targets/benign/aghp2g20/31626/rootfs,targets/benign/aghp2g20/31626__2/rootfs,unknown,other,non-semver
aghp2g20,31626__2,31296,targets/benign/aghp2g20/31626__2/rootfs,targets/benign/aghp2g20/31296/rootfs,unknown,other,non-semver
aghp2g20,31296,31601,targets/benign/aghp2g20/31296/rootfs,targets/benign/aghp2g20/31601/rootfs,unknown,other,non-semver
aghp2g20,31601,31776,targets/benign/aghp2g20/31601/rootfs,targets/benign/aghp2g20/31776/rootfs,unknown,other,non-semver
aghp2g20,31776,31825,targets/benign/aghp2g20/31776/rootfs,targets/benign/aghp2g20/31825/rootfs,unknown,other,non-semver
aghp2g20,31825,31939,targets/benign/aghp2g20/31825/rootfs,targets/benign/aghp2g20/31939/rootfs,unknown,other,non-semver
aghp2g20,31939,32113,targets/benign/aghp2g20/31939/rootfs,targets/benign/aghp2g20/32113/rootfs,unknown,other,non-semver
aghp2g20,32113,32774,targets/benign/aghp2g20/32113/rootfs,targets/benign/aghp2g20/32774/rootfs,unknown,other,non-semver
aghp2g20,32774,32918,targets/benign/aghp2g20/32774/rootfs,targets/benign/aghp2g20/32918/rootfs,unknown,other,non-semver
aghp2g20,32918,32949,targets/benign/aghp2g20/32918/rootfs,targets/benign/aghp2g20/32949/rootfs,unknown,other,non-semver
aghp2g20,32949,33003,targets/benign/aghp2g20/32949/rootfs,targets/benign/aghp2g20/33003/rootfs,unknown,other,non-semver
aghp5g23,30572,31612,targets/benign/aghp5g23/30572/rootfs,targets/benign/aghp5g23/31612/rootfs,unknown,other,non-semver
aghp5g23,31612,31612__5,targets/benign/aghp5g23/31612/rootfs,targets/benign/aghp5g23/31612__5/rootfs,unknown,other,non-semver
aghp5g23,31612__5,31612__2,targets/benign/aghp5g23/31612__5/rootfs,targets/benign/aghp5g23/31612__2/rootfs,unknown,other,non-semver
aghp5g23,31612__2,31612__3,targets/benign/aghp5g23/31612__2/rootfs,targets/benign/aghp5g23/31612__3/rootfs,unknown,other,non-semver
aghp5g23,31612__3,31612__4,targets/benign/aghp5g23/31612__3/rootfs,targets/benign/aghp5g23/31612__4/rootfs,unknown,other,non-semver
aghp5g23,31612__4,31626__2,targets/benign/aghp5g23/31612__4/rootfs,targets/benign/aghp5g23/31626__2/rootfs,unknown,other,non-semver
aghp5g23,31626__2,31626__3,targets/benign/aghp5g23/31626__2/rootfs,targets/benign/aghp5g23/31626__3/rootfs,unknown,other,non-semver
aghp5g23,31626__3,31626,targets/benign/aghp5g23/31626__3/rootfs,targets/benign/aghp5g23/31626/rootfs,unknown,other,non-semver
aghp5g23,31626,31626__4,targets/benign/aghp5g23/31626/rootfs,targets/benign/aghp5g23/31626__4/rootfs,unknown,other,non-semver
aghp5g23,31626__4,31296__2,targets/benign/aghp5g23/31626__4/rootfs,targets/benign/aghp5g23/31296__2/rootfs,unknown,other,non-semver
aghp5g23,31296__2,31296,targets/benign/aghp5g23/31296__2/rootfs,targets/benign/aghp5g23/31296/rootfs,unknown,other,non-semver
aghp5g23,31296,31601,targets/benign/aghp5g23/31296/rootfs,targets/benign/aghp5g23/31601/rootfs,unknown,other,non-semver
aghp5g23,31601,31601__2,targets/benign/aghp5g23/31601/rootfs,targets/benign/aghp5g23/31601__2/rootfs,unknown,other,non-semver
aghp5g23,31601__2,31741,targets/benign/aghp5g23/31601__2/rootfs,targets/benign/aghp5g23/31741/rootfs,unknown,other,non-semver
aghp5g23,31741,6.1.1.31776,targets/benign/aghp5g23/31741/rootfs,targets/benign/aghp5g23/6.1.1.31776/rootfs,unknown,other,dotted3+-fallback
aghp5g23,6.1.1.31776,31776,targets/benign/aghp5g23/6.1.1.31776/rootfs,targets/benign/aghp5g23/31776/rootfs,unknown,other,dotted3+-fallback
aghp5g23,31776,31825,targets/benign/aghp5g23/31776/rootfs,targets/benign/aghp5g23/31825/rootfs,unknown,other,non-semver
aghp5g23,31825,31825__2,targets/benign/aghp5g23/31825/rootfs,targets/benign/aghp5g23/31825__2/rootfs,unknown,other,non-semver
aghp5g23,31825__2,31939,targets/benign/aghp5g23/31825__2/rootfs,targets/benign/aghp5g23/31939/rootfs,unknown,other,non-semver
aghp5g23,31939,31939__2,targets/benign/aghp5g23/31939/rootfs,targets/benign/aghp5g23/31939__2/rootfs,unknown,other,non-semver
aghp5g23,31939__2,32113,targets/benign/aghp5g23/31939__2/rootfs,targets/benign/aghp5g23/32113/rootfs,unknown,other,non-semver
aghp5g23,32113,32113__2,targets/benign/aghp5g23/32113/rootfs,targets/benign/aghp5g23/32113__2/rootfs,unknown,other,non-semver
aghp5g23,32113__2,32774,targets/benign/aghp5g23/32113__2/rootfs,targets/benign/aghp5g23/32774/rootfs,unknown,other,non-semver
aghp5g23,32774,32774__2,targets/benign/aghp5g23/32774/rootfs,targets/benign/aghp5g23/32774__2/rootfs,unknown,other,non-semver
aghp5g23,32774__2,32918,targets/benign/aghp5g23/32774__2/rootfs,targets/benign/aghp5g23/32918/rootfs,unknown,other,non-semver
aghp5g23,32918,32918__2,targets/benign/aghp5g23/32918/rootfs,targets/benign/aghp5g23/32918__2/rootfs,unknown,other,non-semver
aghp5g23,32918__2,32949,targets/benign/aghp5g23/32918__2/rootfs,targets/benign/aghp5g23/32949/rootfs,unknown,other,non-semver
aghp5g23,32949,32949__2,targets/benign/aghp5g23/32949/rootfs,targets/benign/aghp5g23/32949__2/rootfs,unknown,other,non-semver
aghp5g23,32949__2,33003,targets/benign/aghp5g23/32949__2/rootfs,targets/benign/aghp5g23/33003/rootfs,unknown,other,non-semver
aghp5g23,33003,33003__2,targets/benign/aghp5g23/33003/rootfs,targets/benign/aghp5g23/33003__2/rootfs,unknown,other,non-semver
aghp5g27,30572,31612,targets/benign/aghp5g27/30572/rootfs,targets/benign/aghp5g27/31612/rootfs,unknown,other,non-semver
aghp5g27,31612,31612__5,targets/benign/aghp5g27/31612/rootfs,targets/benign/aghp5g27/31612__5/rootfs,unknown,other,non-semver
aghp5g27,31612__5,31612__2,targets/benign/aghp5g27/31612__5/rootfs,targets/benign/aghp5g27/31612__2/rootfs,unknown,other,non-semver
aghp5g27,31612__2,31612__3,targets/benign/aghp5g27/31612__2/rootfs,targets/benign/aghp5g27/31612__3/rootfs,unknown,other,non-semver
aghp5g27,31612__3,31612__4,targets/benign/aghp5g27/31612__3/rootfs,targets/benign/aghp5g27/31612__4/rootfs,unknown,other,non-semver
aghp5g27,31612__4,31626__3,targets/benign/aghp5g27/31612__4/rootfs,targets/benign/aghp5g27/31626__3/rootfs,unknown,other,non-semver
aghp5g27,31626__3,31626__4,targets/benign/aghp5g27/31626__3/rootfs,targets/benign/aghp5g27/31626__4/rootfs,unknown,other,non-semver
aghp5g27,31626__4,31626,targets/benign/aghp5g27/31626__4/rootfs,targets/benign/aghp5g27/31626/rootfs,unknown,other,non-semver
aghp5g27,31626,31626__2,targets/benign/aghp5g27/31626/rootfs,targets/benign/aghp5g27/31626__2/rootfs,unknown,other,non-semver
aghp5g27,31626__2,31296__2,targets/benign/aghp5g27/31626__2/rootfs,targets/benign/aghp5g27/31296__2/rootfs,unknown,other,non-semver
aghp5g27,31296__2,31296,targets/benign/aghp5g27/31296__2/rootfs,targets/benign/aghp5g27/31296/rootfs,unknown,other,non-semver
aghp5g27,31296,31601,targets/benign/aghp5g27/31296/rootfs,targets/benign/aghp5g27/31601/rootfs,unknown,other,non-semver
aghp5g27,31601,31601__2,targets/benign/aghp5g27/31601/rootfs,targets/benign/aghp5g27/31601__2/rootfs,unknown,other,non-semver
aghp5g27,31601__2,31741,targets/benign/aghp5g27/31601__2/rootfs,targets/benign/aghp5g27/31741/rootfs,unknown,other,non-semver
aghp5g27,31741,6.1.1.31776,targets/benign/aghp5g27/31741/rootfs,targets/benign/aghp5g27/6.1.1.31776/rootfs,unknown,other,dotted3+-fallback
aghp5g27,6.1.1.31776,31776,targets/benign/aghp5g27/6.1.1.31776/rootfs,targets/benign/aghp5g27/31776/rootfs,unknown,other,dotted3+-fallback
aghp5g27,31776,31825,targets/benign/aghp5g27/31776/rootfs,targets/benign/aghp5g27/31825/rootfs,unknown,other,non-semver
aghp5g27,31825,31825__2,targets/benign/aghp5g27/31825/rootfs,targets/benign/aghp5g27/31825__2/rootfs,unknown,other,non-semver
aghp5g27,31825__2,31939,targets/benign/aghp5g27/31825__2/rootfs,targets/benign/aghp5g27/31939/rootfs,unknown,other,non-semver
aghp5g27,31939,31939__2,targets/benign/aghp5g27/31939/rootfs,targets/benign/aghp5g27/31939__2/rootfs,unknown,other,non-semver
aghp5g27,31939__2,32113,targets/benign/aghp5g27/31939__2/rootfs,targets/benign/aghp5g27/32113/rootfs,unknown,other,non-semver
aghp5g27,32113,32113__2,targets/benign/aghp5g27/32113/rootfs,targets/benign/aghp5g27/32113__2/rootfs,unknown,other,non-semver
aghp5g27,32113__2,32774,targets/benign/aghp5g27/32113__2/rootfs,targets/benign/aghp5g27/32774/rootfs,unknown,other,non-semver
aghp5g27,32774,32774__2,targets/benign/aghp5g27/32774/rootfs,targets/benign/aghp5g27/32774__2/rootfs,unknown,other,non-semver
aghp5g27,32774__2,32918,targets/benign/aghp5g27/32774__2/rootfs,targets/benign/aghp5g27/32918/rootfs,unknown,other,non-semver
aghp5g27,32918,32918__2,targets/benign/aghp5g27/32918/rootfs,targets/benign/aghp5g27/32918__2/rootfs,unknown,other,non-semver
aghp5g27,32918__2,32949,targets/benign/aghp5g27/32918__2/rootfs,targets/benign/aghp5g27/32949/rootfs,unknown,other,non-semver
aghp5g27,32949,32949__2,targets/benign/aghp5g27/32949/rootfs,targets/benign/aghp5g27/32949__2/rootfs,unknown,other,non-semver
aghp5g27,32949__2,33003,targets/benign/aghp5g27/32949__2/rootfs,targets/benign/aghp5g27/33003/rootfs,unknown,other,non-semver
aghp5g27,33003,33003__2,targets/benign/aghp5g27/33003/rootfs,targets/benign/aghp5g27/33003__2/rootfs,unknown,other,non-semver
arhp,30572,31612,targets/benign/arhp/30572/rootfs,targets/benign/arhp/31612/rootfs,unknown,other,non-semver
arhp,31612,31612__2,targets/benign/arhp/31612/rootfs,targets/benign/arhp/31612__2/rootfs,unknown,other,non-semver
arhp,31612__2,31626,targets/benign/arhp/31612__2/rootfs,targets/benign/arhp/31626/rootfs,unknown,other,non-semver
arhp,31626,31296,targets/benign/arhp/31626/rootfs,targets/benign/arhp/31296/rootfs,unknown,other,non-semver
arhp,31296,31776,targets/benign/arhp/31296/rootfs,targets/benign/arhp/31776/rootfs,unknown,other,non-semver
arhp,31776,31825,targets/benign/arhp/31776/rootfs,targets/benign/arhp/31825/rootfs,unknown,other,non-semver
arhp,31825,31939,targets/benign/arhp/31825/rootfs,targets/benign/arhp/31939/rootfs,unknown,other,non-semver
arhp,31939,32113,targets/benign/arhp/31939/rootfs,targets/benign/arhp/32113/rootfs,unknown,other,non-semver
arhp,32113,32774,targets/benign/arhp/32113/rootfs,targets/benign/arhp/32774/rootfs,unknown,other,non-semver
arhp,32774,32918,targets/benign/arhp/32774/rootfs,targets/benign/arhp/32918/rootfs,unknown,other,non-semver
arhp,32918,32949,targets/benign/arhp/32918/rootfs,targets/benign/arhp/32949/rootfs,unknown,other,non-semver
arhp,32949,33003,targets/benign/arhp/32949/rootfs,targets/benign/arhp/33003/rootfs,unknown,other,non-semver
b-db-ac,38845,39842,targets/benign/b-db-ac/38845/rootfs,targets/benign/b-db-ac/39842/rootfs,unknown,other,non-semver
b-db-ac,39842,40181,targets/benign/b-db-ac/39842/rootfs,targets/benign/b-db-ac/40181/rootfs,unknown,other,non-semver
bm5-ti,30572,31612,targets/benign/bm5-ti/30572/rootfs,targets/benign/bm5-ti/31612/rootfs,unknown,other,non-semver
bm5-ti,31612,31612__2,targets/benign/bm5-ti/31612/rootfs,targets/benign/bm5-ti/31612__2/rootfs,unknown,other,non-semver
bm5-ti,31612__2,31612__3,targets/benign/bm5-ti/31612__2/rootfs,targets/benign/bm5-ti/31612__3/rootfs,unknown,other,non-semver
bm5-ti,31612__3,31626,targets/benign/bm5-ti/31612__3/rootfs,targets/benign/bm5-ti/31626/rootfs,unknown,other,non-semver
bm5-ti,31626,31626__2,targets/benign/bm5-ti/31626/rootfs,targets/benign/bm5-ti/31626__2/rootfs,unknown,other,non-semver
bm5-ti,31626__2,31296,targets/benign/bm5-ti/31626__2/rootfs,targets/benign/bm5-ti/31296/rootfs,unknown,other,non-semver
bm5-ti,31296,31601,targets/benign/bm5-ti/31296/rootfs,targets/benign/bm5-ti/31601/rootfs,unknown,other,non-semver
bm5-ti,31601,31776,targets/benign/bm5-ti/31601/rootfs,targets/benign/bm5-ti/31776/rootfs,unknown,other,non-semver
bm5-ti,31776,31825,targets/benign/bm5-ti/31776/rootfs,targets/benign/bm5-ti/31825/rootfs,unknown,other,non-semver
bm5-ti,31825,31939,targets/benign/bm5-ti/31825/rootfs,targets/benign/bm5-ti/31939/rootfs,unknown,other,non-semver
bm5-ti,31939,32113,targets/benign/bm5-ti/31939/rootfs,targets/benign/bm5-ti/32113/rootfs,unknown,other,non-semver
bm5-ti,32113,32774,targets/benign/bm5-ti/32113/rootfs,targets/benign/bm5-ti/32774/rootfs,unknown,other,non-semver
bm5-ti,32774,32774__2,targets/benign/bm5-ti/32774/rootfs,targets/benign/bm5-ti/32774__2/rootfs,unknown,other,non-semver
bm5-ti,32774__2,32949,targets/benign/bm5-ti/32774__2/rootfs,targets/benign/bm5-ti/32949/rootfs,unknown,other,non-semver
bm5-ti,32949,33003,targets/benign/bm5-ti/32949/rootfs,targets/benign/bm5-ti/33003/rootfs,unknown,other,non-semver
ep-54v-150w,1.1.0.3179,1.2.0.968149,targets/benign/ep-54v-150w/1.1.0.3179/rootfs,targets/benign/ep-54v-150w/1.2.0.968149/rootfs,minor,minor,dotted3+
is-5ac,32951,34481,targets/benign/is-5ac/32951/rootfs,targets/benign/is-5ac/34481/rootfs,unknown,other,non-semver
is-5ac,34481,34573,targets/benign/is-5ac/34481/rootfs,targets/benign/is-5ac/34573/rootfs,unknown,other,non-semver
is-5ac,34573,34976,targets/benign/is-5ac/34573/rootfs,targets/benign/is-5ac/34976/rootfs,unknown,other,non-semver
is-5ac,34976,35333,targets/benign/is-5ac/34976/rootfs,targets/benign/is-5ac/35333/rootfs,unknown,other,non-semver
is-5ac,35333,35708,targets/benign/is-5ac/35333/rootfs,targets/benign/is-5ac/35708/rootfs,unknown,other,non-semver
is-5ac,35708,35794,targets/benign/is-5ac/35708/rootfs,targets/benign/is-5ac/35794/rootfs,unknown,other,non-semver
is-5ac,35794,35930,targets/benign/is-5ac/35794/rootfs,targets/benign/is-5ac/35930/rootfs,unknown,other,non-semver
is-5ac,35930,36727,targets/benign/is-5ac/35930/rootfs,targets/benign/is-5ac/36727/rootfs,unknown,other,non-semver
is-5ac,36727,37936,targets/benign/is-5ac/36727/rootfs,targets/benign/is-5ac/37936/rootfs,unknown,other,non-semver
is-5ac,37936,38314,targets/benign/is-5ac/37936/rootfs,targets/benign/is-5ac/38314/rootfs,unknown,other,non-semver
is-5ac,38314,38845,targets/benign/is-5ac/38314/rootfs,targets/benign/is-5ac/38845/rootfs,unknown,other,non-semver
is-5ac,38845,39842,targets/benign/is-5ac/38845/rootfs,targets/benign/is-5ac/39842/rootfs,unknown,other,non-semver
is-5ac,39842,40181,targets/benign/is-5ac/39842/rootfs,targets/benign/is-5ac/40181/rootfs,unknown,other,non-semver
is-m5,31296,31601,targets/benign/is-m5/31296/rootfs,targets/benign/is-m5/31601/rootfs,unknown,other,non-semver
is-m5,31601,31741,targets/benign/is-m5/31601/rootfs,targets/benign/is-m5/31741/rootfs,unknown,other,non-semver
is-m5,31741,6.1.1.31776,targets/benign/is-m5/31741/rootfs,targets/benign/is-m5/6.1.1.31776/rootfs,unknown,other,dotted3+-fallback
is-m5,6.1.1.31776,31825,targets/benign/is-m5/6.1.1.31776/rootfs,targets/benign/is-m5/31825/rootfs,unknown,other,dotted3+-fallback
is-m5,31825,31939,targets/benign/is-m5/31825/rootfs,targets/benign/is-m5/31939/rootfs,unknown,other,non-semver
is-m5,31939,32113,targets/benign/is-m5/31939/rootfs,targets/benign/is-m5/32113/rootfs,unknown,other,non-semver
is-m5,32113,32774,targets/benign/is-m5/32113/rootfs,targets/benign/is-m5/32774/rootfs,unknown,other,non-semver
is-m5,32774,32918,targets/benign/is-m5/32774/rootfs,targets/benign/is-m5/32918/rootfs,unknown,other,non-semver
is-m5,32918,32949,targets/benign/is-m5/32918/rootfs,targets/benign/is-m5/32949/rootfs,unknown,other,non-semver
is-m5,32949,33003,targets/benign/is-m5/32949/rootfs,targets/benign/is-m5/33003/rootfs,unknown,other,non-semver
lap-120,33366,32951,targets/benign/lap-120/33366/rootfs,targets/benign/lap-120/32951/rootfs,unknown,other,non-semver
lap-120,32951,34481,targets/benign/lap-120/32951/rootfs,targets/benign/lap-120/34481/rootfs,unknown,other,non-semver
lap-120,34481,34573,targets/benign/lap-120/34481/rootfs,targets/benign/lap-120/34573/rootfs,unknown,other,non-semver
lap-120,34573,34976,targets/benign/lap-120/34573/rootfs,targets/benign/lap-120/34976/rootfs,unknown,other,non-semver
lap-120,34976,35333,targets/benign/lap-120/34976/rootfs,targets/benign/lap-120/35333/rootfs,unknown,other,non-semver
lap-120,35333,35708,targets/benign/lap-120/35333/rootfs,targets/benign/lap-120/35708/rootfs,unknown,other,non-semver
lap-120,35708,35794,targets/benign/lap-120/35708/rootfs,targets/benign/lap-120/35794/rootfs,unknown,other,non-semver
lap-120,35794,35930,targets/benign/lap-120/35794/rootfs,targets/benign/lap-120/35930/rootfs,unknown,other,non-semver
lap-120,35930,36160,targets/benign/lap-120/35930/rootfs,targets/benign/lap-120/36160/rootfs,unknown,other,non-semver
lap-120,36160,36727,targets/benign/lap-120/36160/rootfs,targets/benign/lap-120/36727/rootfs,unknown,other,non-semver
lap-120,36727,37936,targets/benign/lap-120/36727/rootfs,targets/benign/lap-120/37936/rootfs,unknown,other,non-semver
lap-120,37936,38314,targets/benign/lap-120/37936/rootfs,targets/benign/lap-120/38314/rootfs,unknown,other,non-semver
lap-120,38314,38845,targets/benign/lap-120/38314/rootfs,targets/benign/lap-120/38845/rootfs,unknown,other,non-semver
lap-120,38845,39842,targets/benign/lap-120/38845/rootfs,targets/benign/lap-120/39842/rootfs,unknown,other,non-semver
lap-120,39842,40181,targets/benign/lap-120/39842/rootfs,targets/benign/lap-120/40181/rootfs,unknown,other,non-semver
lbe-5ac-23,33366,32951,targets/benign/lbe-5ac-23/33366/rootfs,targets/benign/lbe-5ac-23/32951/rootfs,unknown,other,non-semver
lbe-5ac-23,32951,34481,targets/benign/lbe-5ac-23/32951/rootfs,targets/benign/lbe-5ac-23/34481/rootfs,unknown,other,non-semver
lbe-5ac-23,34481,34573,targets/benign/lbe-5ac-23/34481/rootfs,targets/benign/lbe-5ac-23/34573/rootfs,unknown,other,non-semver
lbe-5ac-23,34573,34976,targets/benign/lbe-5ac-23/34573/rootfs,targets/benign/lbe-5ac-23/34976/rootfs,unknown,other,non-semver
lbe-5ac-23,34976,35794,targets/benign/lbe-5ac-23/34976/rootfs,targets/benign/lbe-5ac-23/35794/rootfs,unknown,other,non-semver
lbe-5ac-23,35794,35930,targets/benign/lbe-5ac-23/35794/rootfs,targets/benign/lbe-5ac-23/35930/rootfs,unknown,other,non-semver
lbe-5ac-23,35930,36160,targets/benign/lbe-5ac-23/35930/rootfs,targets/benign/lbe-5ac-23/36160/rootfs,unknown,other,non-semver
lbe-5ac-23,36160,36727,targets/benign/lbe-5ac-23/36160/rootfs,targets/benign/lbe-5ac-23/36727/rootfs,unknown,other,non-semver
lbe-5ac-23,36727,37936,targets/benign/lbe-5ac-23/36727/rootfs,targets/benign/lbe-5ac-23/37936/rootfs,unknown,other,non-semver
lbe-5ac-23,37936,38314,targets/benign/lbe-5ac-23/37936/rootfs,targets/benign/lbe-5ac-23/38314/rootfs,unknown,other,non-semver
lbe-5ac-23,38314,38845,targets/benign/lbe-5ac-23/38314/rootfs,targets/benign/lbe-5ac-23/38845/rootfs,unknown,other,non-semver
lbe-5ac-23,38845,39842,targets/benign/lbe-5ac-23/38845/rootfs,targets/benign/lbe-5ac-23/39842/rootfs,unknown,other,non-semver
lbe-5ac-23,39842,40181,targets/benign/lbe-5ac-23/39842/rootfs,targets/benign/lbe-5ac-23/40181/rootfs,unknown,other,non-semver
lbe-5ac-gen2,32951,34481,targets/benign/lbe-5ac-gen2/32951/rootfs,targets/benign/lbe-5ac-gen2/34481/rootfs,unknown,other,non-semver
lbe-5ac-gen2,34481,34573,targets/benign/lbe-5ac-gen2/34481/rootfs,targets/benign/lbe-5ac-gen2/34573/rootfs,unknown,other,non-semver
lbe-5ac-gen2,34573,34976,targets/benign/lbe-5ac-gen2/34573/rootfs,targets/benign/lbe-5ac-gen2/34976/rootfs,unknown,other,non-semver
lbe-5ac-gen2,34976,35333,targets/benign/lbe-5ac-gen2/34976/rootfs,targets/benign/lbe-5ac-gen2/35333/rootfs,unknown,other,non-semver
lbe-5ac-gen2,35333,35708,targets/benign/lbe-5ac-gen2/35333/rootfs,targets/benign/lbe-5ac-gen2/35708/rootfs,unknown,other,non-semver
lbe-5ac-gen2,35708,35794,targets/benign/lbe-5ac-gen2/35708/rootfs,targets/benign/lbe-5ac-gen2/35794/rootfs,unknown,other,non-semver
lbe-5ac-gen2,35794,35930,targets/benign/lbe-5ac-gen2/35794/rootfs,targets/benign/lbe-5ac-gen2/35930/rootfs,unknown,other,non-semver
lbe-5ac-gen2,35930,36160,targets/benign/lbe-5ac-gen2/35930/rootfs,targets/benign/lbe-5ac-gen2/36160/rootfs,unknown,other,non-semver
lbe-5ac-gen2,36160,36727,targets/benign/lbe-5ac-gen2/36160/rootfs,targets/benign/lbe-5ac-gen2/36727/rootfs,unknown,other,non-semver
lbe-5ac-gen2,36727,37936,targets/benign/lbe-5ac-gen2/36727/rootfs,targets/benign/lbe-5ac-gen2/37936/rootfs,unknown,other,non-semver
lbe-5ac-gen2,37936,38314,targets/benign/lbe-5ac-gen2/37936/rootfs,targets/benign/lbe-5ac-gen2/38314/rootfs,unknown,other,non-semver
lbe-5ac-gen2,38314,38845,targets/benign/lbe-5ac-gen2/38314/rootfs,targets/benign/lbe-5ac-gen2/38845/rootfs,unknown,other,non-semver
lbe-5ac-gen2,38845,39842,targets/benign/lbe-5ac-gen2/38845/rootfs,targets/benign/lbe-5ac-gen2/39842/rootfs,unknown,other,non-semver
lbe-5ac-gen2,39842,40181,targets/benign/lbe-5ac-gen2/39842/rootfs,targets/benign/lbe-5ac-gen2/40181/rootfs,unknown,other,non-semver
lbe-m5-23,31612,31612__2,targets/benign/lbe-m5-23/31612/rootfs,targets/benign/lbe-m5-23/31612__2/rootfs,unknown,other,non-semver
lbe-m5-23,31612__2,31626,targets/benign/lbe-m5-23/31612__2/rootfs,targets/benign/lbe-m5-23/31626/rootfs,unknown,other,non-semver
lbe-m5-23,31626,31626__2,targets/benign/lbe-m5-23/31626/rootfs,targets/benign/lbe-m5-23/31626__2/rootfs,unknown,other,non-semver
lbe-m5-23,31626__2,31296,targets/benign/lbe-m5-23/31626__2/rootfs,targets/benign/lbe-m5-23/31296/rootfs,unknown,other,non-semver
lbe-m5-23,31296,31601,targets/benign/lbe-m5-23/31296/rootfs,targets/benign/lbe-m5-23/31601/rootfs,unknown,other,non-semver
lbe-m5-23,31601,31741,targets/benign/lbe-m5-23/31601/rootfs,targets/benign/lbe-m5-23/31741/rootfs,unknown,other,non-semver
lbe-m5-23,31741,6.1.1.31776,targets/benign/lbe-m5-23/31741/rootfs,targets/benign/lbe-m5-23/6.1.1.31776/rootfs,unknown,other,dotted3+-fallback
lbe-m5-23,6.1.1.31776,31825,targets/benign/lbe-m5-23/6.1.1.31776/rootfs,targets/benign/lbe-m5-23/31825/rootfs,unknown,other,dotted3+-fallback
lbe-m5-23,31825,31939,targets/benign/lbe-m5-23/31825/rootfs,targets/benign/lbe-m5-23/31939/rootfs,unknown,other,non-semver
lbe-m5-23,31939,32113,targets/benign/lbe-m5-23/31939/rootfs,targets/benign/lbe-m5-23/32113/rootfs,unknown,other,non-semver
lbe-m5-23,32113,32774,targets/benign/lbe-m5-23/32113/rootfs,targets/benign/lbe-m5-23/32774/rootfs,unknown,other,non-semver
lbe-m5-23,32774,32918,targets/benign/lbe-m5-23/32774/rootfs,targets/benign/lbe-m5-23/32918/rootfs,unknown,other,non-semver
lbe-m5-23,32918,32949,targets/benign/lbe-m5-23/32918/rootfs,targets/benign/lbe-m5-23/32949/rootfs,unknown,other,non-semver
lbe-m5-23,32949,33003,targets/benign/lbe-m5-23/32949/rootfs,targets/benign/lbe-m5-23/33003/rootfs,unknown,other,non-semver
